SQ_CANDIDATO,QT_VOTOS_NOMINAIS
210000019559,36
210000019560,80
210000019561,14
210000019562,133
210000019563,63
210000019564,48
210000019565,161
210000019566,1
210000019567,113
210000019568,130
210000019569,15
210000019570,0
210000019571,91
210000019572,192
210000019573,15
210000019574,802
210000019576,100
210000019577,97
210000019578,78
210000019579,39
210000019580,103
210000019581,80
210000019582,16
210000019583,29
210000019584,1
210000019585,10
210000019586,105
210000019587,99
210000019588,8
210000019589,18
210000019590,14
210000019591,14
210000019592,2035
210000019594,149
210000019595,21
210000019596,283
210000019597,241
210000019598,161
210000019599,77
210000019600,176
210000019601,390
210000019602,0
210000019603,140
210000019604,153
210000019605,6
210000019606,8
210000019619,1103
210000019621,62
210000019622,64
210000019623,73
210000019624,64
210000019625,122
210000019626,46
210000019627,4
210000019628,19
210000019629,138
210000019630,98
210000019631,29
210000019632,145
210000019633,32
210000019634,21
210000019635,28
210000019636,36
210000019637,87
210000019638,33
210000019639,233
210000019640,386
210000019641,33
210000019642,220
210000019643,234
210000019644,188
210000019645,339
210000019646,283
210000019647,144
210000019648,222
210000019649,224
210000019650,131
210000019651,33
210000019652,390
210000019653,0
210000019654,0
210000019655,77
210000019656,30
210000019657,139
210000019658,66
210000019659,60
210000019660,122
210000019661,13
210000019662,2
210000019663,12439
210000019665,1260
210000019667,77
210000019668,153
210000019669,37
210000019670,16
210000019671,157
210000019672,207
210000019673,121
210000019674,32
210000019675,176
210000019676,58
210000019677,53
210000019678,13
210000019679,119
210000019680,1400
210000019682,135
210000019683,2
210000019684,67
210000019685,1
210000019686,54
210000019688,65
210000019689,43
210000019690,35
210000019691,87
210000019692,59
210000019693,41
210000019694,17
210000019695,2769
210000019697,112
210000019698,86
210000019699,47
210000019700,216
210000019701,182
210000019702,234
210000019703,76
210000019704,87
210000019705,157
210000019706,65
210000019707,315
210000019708,199
210000019709,301
210000019710,218
210000019712,13
210000019713,14
210000019714,35
210000019717,157
210000019718,32
210000019719,193
210000019720,11
210000019721,148
210000019722,110
210000019723,131
210000019724,140
210000019726,1
210000019727,47
210000019728,206
210000019729,13
210000019730,89
210000019731,42
210000019732,410
210000019733,34
210000019734,53
210000019735,171
210000019736,0
210000019737,223
210000019738,22
210000019739,110
210000019740,301
210000019741,161
210000019742,24
210000019743,238
210000019744,792
210000019745,531
210000019747,362
210000019748,490
210000019749,863
210000019750,890
210000019751,557
210000019752,1426
210000019754,1113
210000019755,182
210000019756,2202
210000019757,710
210000019758,96
210000019759,204
210000019760,372
210000019761,94
210000019762,5474
210000019763,245
210000019764,240
210000019765,330
210000019766,6386
210000019768,801
210000019769,734
210000019770,32
210000019771,1
210000019772,134
210000019773,464
210000019774,303
210000019775,684
210000019776,638
210000019778,830
210000019780,196
210000019781,109
210000019782,129
210000019784,68
210000019785,87
210000019786,56
210000019787,70
210000019788,454
210000019789,105
210000019790,440
210000019791,86
210000019792,110
210000019793,77
210000019794,124
210000019795,0
210000019796,37
210000019797,145
210000019798,164
210000019799,154
210000019800,1018
210000019802,26
210000019803,26
210000019804,69
210000019805,34
210000019806,68
210000019807,58
210000019808,65
210000019809,52
210000019810,116
210000019811,27
210000019812,131
210000019813,152
210000019814,72
210000019815,36
210000019816,16
210000019817,124
210000019818,47
210000019819,47
210000019820,71
210000019821,123
210000019823,131
210000019824,71
210000019825,135
210000019828,65
210000019829,22
210000019830,110
210000019832,232
210000019833,0
210000019834,26
210000019835,205
210000019836,86
210000019837,479
210000019838,156
210000019839,36
210000019840,100
210000019850,9270
210000019852,151
210000019853,312
210000019854,498
210000019855,1021
210000019856,465
210000019857,357
210000019858,667
210000019859,46
210000019860,622
210000019861,283
210000019862,385
210000019863,867
210000019864,128
210000019865,244
210000019866,345
210000019867,856
210000019868,436
210000019869,774
210000019870,393
210000019871,273
210000019872,380
210000019873,970
210000019874,0
210000019876,147
210000019877,156
210000019878,171
210000019879,23
210000019880,298
210000019881,213
210000019883,9
210000019884,21
210000019885,208
210000019886,208
210000019887,132
210000019888,115
210000019889,57
210000019890,39
210000019891,222
210000019892,5444
210000019894,39
210000019895,710
210000019896,25
210000019897,476
210000019898,187
210000019899,462
210000019900,488
210000019901,314
210000019902,600
210000019903,113
210000019904,470
210000019905,311
210000019906,608
210000019907,1091
210000019908,107
210000019909,594
210000019910,311
210000019911,1986
210000019913,330
210000019914,184
210000019915,184
210000019916,193
210000019917,139
210000019918,196
210000019919,16
210000019920,160
210000019921,47
210000019922,246
210000019923,52
210000019924,189
210000019925,14
210000019926,198
210000019927,165
210000019928,142
210000019929,22
210000019930,278
210000019931,17
210000019932,351
210000019933,111
210000019934,75
210000019935,212
210000019936,218
210000019937,13
210000019938,1869
210000019940,106
210000019941,90
210000019942,194
210000019943,183
210000019944,249
210000019945,46
210000019946,51
210000019947,131
210000019948,243
210000019949,296
210000019950,967
210000019952,149
210000019953,152
210000019954,59
210000019956,16
210000019957,55
210000019958,31
210000019959,797
210000019960,44
210000019961,25
210000019962,363
210000019963,39
210000019964,252
210000019965,3201
210000019967,295
210000019968,209
210000019969,21
210000019970,51
210000019971,228
210000019972,218
210000019973,236
210000019974,411
210000019975,250
210000019976,24
210000019977,204
210000019978,442
210000019979,257
210000019980,176
210000019981,955
210000019983,13
210000019984,30
210000019985,17
210000019986,481
210000019987,49
210000019988,64
210000019989,743
210000019990,635
210000019991,81
210000019992,23
210000019993,227
210000019994,107
210000019995,501
210000019996,919
210000019997,223
210000019998,99
210000019999,248
210000020000,527
210000020001,146
210000020002,175
210000020003,35
210000020004,74
210000020006,5
210000020007,28
210000020008,57
210000020009,760
210000020010,540
210000020011,452
210000020012,141
210000020013,492
210000020014,76
210000020015,339
210000020016,68
210000020017,780
210000020018,22
210000020019,372
210000020020,490
210000020021,236
210000020022,630
210000020023,906
210000020026,1465
210000020028,193
210000020029,83
210000020030,107
210000020031,8
210000020032,148
210000020034,90
210000020035,76
210000020036,170
210000020037,216
210000020038,15
210000020039,411
210000020040,44
210000020041,0
210000020043,120
210000020044,71
210000020045,56
210000020046,186
210000020047,15
210000020048,203
210000020049,26
210000020050,134
210000020051,17
210000020052,171
210000020053,97
210000020054,31
210000020055,149
210000020056,165
210000020057,297
210000020058,345
210000020059,603
210000020060,413
210000020061,210
210000020062,135
210000020063,8072
210000020065,3720
210000020067,431
210000020068,107
210000020069,509
210000020071,162
210000020072,68
210000020073,62
210000020074,23
210000020075,356
210000020076,23
210000020077,225
210000020078,123
210000020079,471
210000020080,310
210000020081,64
210000020082,256
210000020083,3036
210000020085,44
210000020086,219
210000020087,56
210000020088,364
210000020089,32
210000020090,449
210000020091,527
210000020092,34
210000020093,156
210000020094,209
210000020095,203
210000020096,81
210000020097,2766
210000020099,350
210000020100,0
210000020102,99
210000020103,151
210000020104,16
210000020106,152
210000020108,398
210000020109,244
210000020111,266
210000020112,184
210000020113,119
210000020114,64
210000020115,199
210000020116,104
210000020117,327
210000020119,24
210000020120,161
210000020121,0
210000020122,33
210000020123,37
210000020124,8
210000020125,74
210000020126,221
210000020154,13011
210000020157,5506
210000020159,81
210000020160,194
210000020161,102
210000020162,27
210000020163,57
210000020164,38
210000020165,393
210000020166,38
210000020167,1230
210000020168,458
210000020169,114
210000020170,31
210000020171,34
210000020172,36
210000020173,498
210000020174,4
210000020175,126
210000020176,1231
210000020178,135
210000020179,1
210000020180,96
210000020181,109
210000020182,142
210000020183,84
210000020184,187
210000020185,150
210000020186,139
210000020187,1
210000020188,0
210000020189,88
210000020190,98
210000020191,13
210000020192,93
210000020193,68
210000020194,164
210000020195,165
210000020196,55
210000020197,18
210000020198,14
210000020199,39
210000020200,264
210000020201,80
210000020202,123
210000020203,23
210000020204,172
210000020205,5
210000020206,287
210000020207,10
210000020208,145
210000020209,1104
210000020211,35
210000020212,66
210000020213,96
210000020214,98
210000020215,123
210000020216,29
210000020217,65
210000020218,11
210000020219,83
210000020220,133
210000020221,39
210000020222,19
210000020223,130
210000020224,2586
210000020226,194
210000020227,215
210000020228,159
210000020229,330
210000020230,276
210000020231,392
210000020232,189
210000020233,272
210000020234,67
210000020235,66
210000020236,229
210000020237,1665
210000020239,58
210000020240,96
210000020241,20
210000020242,0
210000020243,52
210000020244,235
210000020245,36
210000020246,219
210000020247,217
210000020248,171
210000020249,148
210000020250,212
210000020251,0
210000020252,41
210000020253,1256
210000020255,102
210000020256,182
210000020257,4
210000020258,21
210000020259,190
210000020260,108
210000020261,265
210000020262,109
210000020263,192
210000020264,4748
210000020266,255
210000020267,132
210000020268,21
210000020269,125
210000020270,252
210000020271,96
210000020272,33
210000020273,62
210000020274,39
210000020275,113
210000020276,1
210000020277,300
210000020278,446
210000020279,213
210000020280,28
210000020281,113
210000020282,3035
210000020284,1064
210000020286,95
210000020287,71
210000020288,101
210000020289,110
210000020290,128
210000020291,131
210000020292,124
210000020293,81
210000020294,86
210000020295,411
210000020296,38
210000020297,249
210000020298,88
210000020299,15
210000020300,110
210000020301,130
210000020302,50
210000020303,5
210000020304,362
210000020305,51
210000020306,142
210000020307,322
210000020308,187
210000020309,121
210000020310,49
210000020311,157
210000020312,4270
210000020314,243
210000020315,133
210000020316,680
210000020318,966
210000020319,300
210000020320,341
210000020321,369
210000020322,151
210000020323,150
210000020324,32
210000020325,509
210000020326,43
210000020327,77
210000020328,74
210000020329,148
210000020330,462
210000020331,0
210000020332,151
210000020333,153
210000020334,139
210000020335,209
210000020336,2465
210000020337,1801
210000020339,113
210000020340,144
210000020341,192
210000020342,19
210000020343,167
210000020344,180
210000020345,225
210000020346,0
210000020347,147
210000020348,64
210000020349,9
210000020350,159
210000020351,134
210000020352,10
210000020353,15
210000020354,114
210000020355,987
210000020357,121
210000020358,63
210000020359,0
210000020361,25
210000020362,133
210000020363,45
210000020364,46
210000020365,39
210000020366,83
210000020367,0
210000020368,0
210000020369,0
210000020370,115
210000020371,111
210000020372,0
210000020373,24
210000020374,16
210000020375,1851
210000020377,72
210000020378,156
210000020379,0
210000020381,35
210000020382,160
210000020383,196
210000020384,236
210000020385,47
210000020386,0
210000020387,93
210000020388,0
210000020389,16
210000020390,251
210000020391,42
210000020392,47
210000020393,122
210000020394,261
210000020395,7
210000020396,32
210000020397,127
210000020398,129
210000020399,120
210000020400,198
210000020401,48
210000020402,88
210000020403,29
210000020404,21
210000020405,309
210000020406,1400
210000020409,173
210000020410,223
210000020411,161
210000020412,173
210000020413,104
210000020414,13
210000020417,92
210000020418,186
210000020419,116
210000020429,163
210000020430,276
210000020431,69
210000020432,36
210000020433,186
210000020434,38
210000020435,270
210000020436,24
210000020437,242
210000020438,302
210000020439,92
210000020440,50
210000020441,1928
210000020443,40
210000020444,54
210000020445,813
210000020446,67
210000020447,1
210000020448,36
210000020449,152
210000020450,33
210000020451,35
210000020452,16
210000020454,8
210000020455,1
210000020456,32
210000020457,106
210000020458,479
210000020459,45
210000020460,37
210000020461,129
210000020462,1
210000020463,13
210000020464,27
210000020465,0
210000020466,45
210000020467,5
210000020468,77
210000020469,5
210000020470,12
210000020471,70
210000020472,5611
210000020474,41
210000020475,444
210000020476,502
210000020477,477
210000020478,153
210000020479,728
210000020480,60
210000020481,1065
210000020482,319
210000020483,82
210000020484,221
210000020485,19
210000020486,45
210000020487,36
210000020489,363
210000020490,417
210000020491,518
210000020492,40
210000020493,80
210000020494,83
210000020495,440
210000020496,172
210000020498,3
210000020499,5241
210000020500,525
210000020501,721
210000020502,1005
210000020503,249
210000020504,715
210000020505,220
210000020506,1468
210000020507,292
210000020508,144
210000020509,795
210000020510,966
210000020511,258
210000020512,252
210000020513,324
210000020514,344
210000020515,778
210000020516,517
210000020517,148
210000020518,271
210000020519,2366
210000020520,1330
210000020521,87
210000020522,320
210000020523,94
210000020524,43
210000020526,1286
210000020527,480
210000020528,233
210000020529,60
210000020530,381
210000020531,197
210000020532,159
210000020533,912
210000020534,73
210000020535,0
210000020536,98
210000020537,338
210000020538,221
210000020539,37
210000020540,202
210000020541,12
210000020542,401
210000020544,63
210000020545,79
210000020546,106
210000020547,405
210000020548,34
210000020549,15
210000020550,2249
210000020552,74
210000020553,241
210000020554,249
210000020555,27
210000020556,80
210000020557,282
210000020558,1745
210000020560,218
210000020561,97
210000020562,229
210000020563,133
210000020564,31
210000020565,16
210000020566,154
210000020567,63
210000020568,110
210000020569,21
210000020571,205
210000020572,0
210000020573,160
210000020574,34
210000020575,0
210000020576,212
210000020577,317
210000020578,1484
210000020580,284
210000020581,1117
210000020582,74
210000020583,105
210000020584,2220
210000020585,9
210000020586,42
210000020587,78
210000020588,587
210000020589,280
210000020590,406
210000020591,1442
210000020592,44
210000020593,34
210000020594,410
210000020595,370
210000020596,405
210000020597,188
210000020598,43
210000020599,919
210000020600,52
210000020601,51
210000020602,121
210000020603,329
210000020604,1698
210000020605,162
210000020606,1182
210000020608,10
210000020609,1
210000020610,57
210000020611,24
210000020612,35
210000020613,23
210000020614,18
210000020616,46
210000020617,199
210000020618,50
210000020619,5
210000020620,27
210000020621,118
210000020622,117
210000020623,32
210000020624,32
210000020625,137
210000020626,68
210000020627,67
210000020628,13
210000020629,46
210000020630,14
210000020631,31
210000020632,4004
210000020634,26
210000020635,18
210000020636,73
210000020637,86
210000020638,81
210000020639,329
210000020640,25
210000020641,145
210000020642,159
210000020643,39
210000020644,25
210000020645,43
210000020646,205
210000020647,205
210000020648,27
210000020649,186
210000020650,60
210000020651,1460
210000020653,84
210000020654,61
210000020655,144
210000020656,47
210000020657,136
210000020658,194
210000020659,105
210000020660,66
210000020661,153
210000020662,191
210000020663,189
210000020664,521
210000020666,147
210000020667,85
210000020668,46
210000020669,60
210000020671,222
210000020672,46
210000020673,21
210000020674,103
210000020675,1381
210000020677,137
210000020678,78
210000020679,59
210000020680,110
210000020681,161
210000020683,52
210000020684,142
210000020686,161
210000020687,23
210000020688,16
210000020689,11
210000020690,121
210000020691,18
210000020692,164
210000020693,33
210000020694,0
210000020731,0
210000020733,118
210000020734,67
210000020735,104
210000020736,67
210000020737,54
210000020738,42
210000020739,1811
210000020741,166
210000020742,111
210000020743,35
210000020744,27
210000020745,147
210000020746,107
210000020747,14
210000020748,25
210000020749,120
210000020750,141
210000020751,25
210000020752,193
210000020753,14
210000020754,42
210000020755,179
210000020756,179
210000020757,203
210000020758,73
210000020759,1488
210000020761,1154
210000020763,4
210000020764,15
210000020765,2
210000020766,6
210000020767,59
210000020768,59
210000020769,50
210000020770,201
210000020771,127
210000020772,74
210000020773,8
210000020774,22
210000020775,86
210000020776,594
210000020778,37
210000020779,103
210000020780,45
210000020781,37
210000020782,122
210000020783,367
210000020784,86
210000020785,293
210000020786,21
210000020787,809
210000020788,33
210000020789,26
210000020790,126
210000020791,23
210000020792,7
210000020793,4
210000020794,3
210000020795,2
210000020796,71
210000020797,50
210000020798,39
210000020799,15
210000020800,14
210000020801,61
210000020802,143
210000020803,83
210000020804,77
210000020805,112
210000020806,4
210000020807,123
210000020808,34
210000020809,71
210000020810,79
210000020811,1
210000020812,40
210000020813,135
210000020814,159
210000020815,117
210000020816,39
210000020817,71
210000020818,165
210000020819,88
210000020820,94
210000020821,40
210000020822,51
210000020823,69
210000020824,20
210000020825,1203
210000020827,75
210000020828,122
210000020829,0
210000020830,123
210000020831,200
210000020832,106
210000020833,18
210000020834,33
210000020835,27
210000020836,13
210000020837,64
210000020838,108
210000020839,159
210000020840,78
210000020841,2
210000020842,7780
210000020844,23
210000020845,71
210000020846,8
210000020847,110
210000020848,73
210000020849,689
210000020850,206
210000020851,39
210000020852,211
210000020854,404
210000020855,243
210000020856,406
210000020857,245
210000020858,48
210000020859,662
210000020860,464
210000020861,43
210000020862,281
210000020863,1055
210000020864,229
210000020865,79
210000020866,340
210000020867,71
210000020868,597
210000020869,59
210000020870,1509
210000020871,811
210000020872,147
210000020873,1193
210000020874,19
210000020875,140
210000020876,725
210000020877,471
210000020878,513
210000020879,629
210000020880,1901
210000020881,690
210000020882,257
210000020883,19
210000020884,482
210000020885,678
210000020886,397
210000020887,750
210000020888,5228
210000020890,587
210000020891,579
210000020892,361
210000020893,602
210000020894,157
210000020895,326
210000020896,537
210000020897,405
210000020898,15
210000020899,140
210000020900,113
210000020901,75
210000020902,62
210000020903,31
210000020904,63
210000020905,38
210000020906,69
210000020907,0
210000020908,68
210000020909,49
210000020910,20
210000020911,17
210000020912,0
210000020913,17
210000020914,39
210000020915,607
210000020917,2439
210000020919,245
210000020921,259
210000020922,334
210000020923,204
210000020924,388
210000020925,370
210000020926,310
210000020927,478
210000020928,158
210000020929,180
210000020949,4243
210000020951,387
210000020952,80
210000020953,279
210000020954,241
210000020955,409
210000020956,340
210000020957,75
210000020958,5
210000020959,255
210000020960,154
210000020961,342
210000020962,319
210000020963,123
210000020964,412
210000020965,514
210000020966,136
210000020967,728
210000020969,42
210000020970,41
210000020971,20
210000020972,87
210000020973,8
210000020974,11
210000020975,3
210000020976,7
210000020977,92
210000020978,132
210000020979,1
210000020980,13
210000020981,32
210000020982,30
210000020983,85
210000020984,8
210000020985,2366
210000020987,209
210000020988,176
210000020989,291
210000020990,3
210000020991,51
210000020992,436
210000020993,286
210000020994,37
210000020995,429
210000020996,164
210000020997,387
210000020998,281
210000020999,474
210000021000,3
210000021001,316
210000021002,54
210000021003,177
210000021004,112
210000021005,116
210000021006,31
210000021007,95
210000021008,349
210000021009,23
210000021010,504
210000021011,118
210000021012,392
210000021013,326
210000021014,404
210000021042,2020
210000021044,201
210000021045,35
210000021046,4
210000021047,61
210000021048,70
210000021049,221
210000021050,368
210000021051,195
210000021052,277
210000021053,49
210000021054,91
210000021055,43
210000021056,48
210000021057,9
210000021058,15
210000021059,59
210000021060,299
210000021061,8
210000021062,94
210000021063,19
210000021064,19
210000021065,13
210000021066,131
210000021067,39
210000021068,159
210000021069,83
210000021070,85
210000021071,40
210000021072,17
210000021073,159
210000021074,89
210000021075,206
210000021076,146
210000021077,541
210000021078,586
210000021080,39
210000021081,160
210000021082,381
210000021083,312
210000021084,190
210000021085,89
210000021086,61
210000021087,58
210000021088,265
210000021089,114
210000021090,24
210000021091,76
210000021092,2865
210000021093,1164
210000021094,2155
210000021095,134
210000021096,112
210000021097,1517
210000021098,170
210000021099,1162
210000021100,2180
210000021101,3623
210000021102,130
210000021103,3145
210000021105,370
210000021106,1179
210000021107,139
210000021108,944
210000021109,621
210000021110,1531
210000021111,562
210000021112,5278
210000021113,588
210000021114,100
210000021115,102
210000021116,262
210000021117,87
210000021118,89
210000021119,33
210000021120,80
210000021121,71
210000021122,2192
210000021124,11
210000021125,529
210000021126,157
210000021127,13
210000021128,144
210000021129,1285
210000021131,33
210000021132,186
210000021133,92
210000021134,80
210000021135,41
210000021136,21
210000021137,31
210000021138,23
210000021139,10
210000021140,6
210000021142,159
210000021143,105
210000021144,86
210000021145,50
210000021146,236
210000021147,145
210000021148,137
210000021149,1296
210000021152,180
210000021153,179
210000021154,151
210000021155,5
210000021156,227
210000021157,174
210000021158,14
210000021159,162
210000021160,145
210000021161,1914
210000021163,140
210000021164,17
210000021165,40
210000021166,73
210000021167,112
210000021168,125
210000021170,300
210000021171,88
210000021172,10
210000021173,144
210000021174,45
210000021175,82
210000021176,144
210000021177,160
210000021178,106
210000021179,77
210000021180,108
210000021181,36542
210000021183,178
210000021185,750
210000021186,141
210000021187,442
210000021188,988
210000021189,105
210000021190,144
210000021191,1
210000021192,332
210000021193,406
210000021194,3
210000021196,983
210000021197,725
210000021198,80
210000021199,59
210000021200,85
210000021201,40
210000021202,787
210000021203,218
210000021205,37
210000021206,0
210000021207,0
210000021208,84
210000021209,157
210000021210,71
210000021211,213
210000021212,129
210000021213,101
210000021214,345
210000021215,197
210000021216,102
210000021218,646
210000021219,2448
210000021220,87
210000021221,124
210000021222,176
210000021223,15273
210000021225,1771
210000021227,111
210000021228,190
210000021229,10
210000021230,94
210000021231,212
210000021232,247
210000021233,1
210000021234,23
210000021235,0
210000021237,36
210000021238,14
210000021239,65
210000021240,42
210000021241,18
210000021242,21
210000021243,106
210000021244,70
210000021246,218
210000021247,78
210000021248,10
210000021249,46
210000021250,52
210000021251,246
210000021252,6
210000021253,241
210000021254,63
210000021255,159
210000021256,130
210000021257,14
210000021258,92
210000021259,20
210000021260,411
210000021261,178
210000021262,213
210000021263,194
210000021264,2847
210000021266,3319
210000021268,101
210000021269,432
210000021270,163
210000021272,26
210000021273,523
210000021274,41
210000021275,245
210000021276,527
210000021277,12
210000021278,160
210000021279,31
210000021280,130
210000021281,98
210000021282,30
210000021283,220
210000021284,61
210000021285,213
210000021286,1006
210000021288,131
210000021289,32
210000021290,40
210000021291,109
210000021292,129
210000021293,131
210000021294,309
210000021295,94
210000021296,53
210000021297,9959
210000021303,146
210000021304,39
210000021305,27
210000021306,56
210000021307,81
210000021308,10
210000021309,259
210000021310,8
210000021311,207
210000021312,104
210000021313,60
210000021314,0
210000021315,69
210000021316,72
210000021317,99
210000021318,0
210000021319,26
210000021320,10
210000021321,9
210000021322,44
210000021323,39
210000021324,22
210000021325,302
210000021326,109
210000021327,196
210000021328,8
210000021329,70
210000021330,151
210000021331,27
210000021332,11
210000021333,558
210000021334,36
210000021335,73
210000021336,826
210000021337,82
210000021338,641
210000021339,4
210000021340,690
210000021341,346
210000021342,25
210000021343,460
210000021344,378
210000021345,38
210000021346,24
210000021347,197
210000021348,922
210000021349,147
210000021350,56
210000021351,173
210000021352,51
210000021353,224
210000021355,15
210000021356,22
210000021357,372
210000021358,512
210000021360,169
210000021361,132
210000021362,597
210000021363,238
210000021364,283
210000021365,52
210000021366,48
210000021367,53
210000021368,29
210000021369,134
210000021370,18
210000021371,426
210000021372,460
210000021373,106
210000021374,99
210000021375,111
210000021376,62
210000021381,12
210000021382,50
210000021383,23
210000021384,189
210000021385,106
210000021387,405
210000021388,322
210000021389,193
210000021390,60
210000021391,207
210000021392,8
210000021393,97
210000021394,8
210000021395,227
210000021396,1
210000021397,23075
210000021399,936
210000021401,193
210000021402,30
210000021403,83
210000021404,522
210000021405,23
210000021406,13
210000021407,204
210000021408,33
210000021409,43
210000021410,258
210000021411,352
210000021412,374
210000021413,6771
210000021415,54
210000021416,431
210000021417,310
210000021418,279
210000021419,131
210000021420,504
210000021421,608
210000021422,312
210000021423,268
210000021424,497
210000021425,349
210000021426,157
210000021427,0
210000021428,413
210000021429,58
210000021430,42
210000021431,645
210000021432,36
210000021433,1665
210000021435,174
210000021436,198
210000021437,216
210000021438,157
210000021439,210
210000021440,223
210000021441,10
210000021442,280
210000021443,30
210000021444,29
210000021445,45
210000021446,111
210000021447,293
210000021448,34
210000021449,418
210000021450,3
210000021451,0
210000021452,801
210000021453,97
210000021454,392
210000021455,230
210000021456,27
210000021457,341
210000021458,770
210000021459,28
210000021460,4
210000021461,8
210000021462,406
210000021463,550
210000021464,3855
210000021466,261
210000021467,192
210000021468,65
210000021469,415
210000021470,627
210000021471,43
210000021472,17
210000021473,47
210000021474,213
210000021475,323
210000021476,251
210000021477,334
210000021478,255
210000021479,85
210000021480,238
210000021481,310
210000021482,82
210000021483,337
210000021488,34
210000021489,337
210000021490,842
210000021491,152
210000021492,99
210000021493,261
210000021494,6259
210000021496,12
210000021497,12
210000021498,51
210000021499,22
210000021500,96
210000021501,27
210000021502,538
210000021503,34
210000021504,47
210000021505,122
210000021506,78
210000021507,60
210000021508,87
210000021509,73
210000021510,21
210000021511,46
210000021512,128
210000021513,83
210000021514,50
210000021515,41
210000021516,91
210000021517,47
210000021518,74
210000021519,144
210000021520,132
210000021521,13
210000021522,13
210000021523,94
210000021524,304
210000021525,134
210000021526,445
210000021527,248
210000021528,1581
210000021529,112
210000021530,19
210000021531,60
210000021532,139
210000021533,60
210000021534,44
210000021535,2351
210000021536,382
210000021538,131
210000021539,17
210000021540,36
210000021541,657
210000021543,18
210000021544,107
210000021545,14
210000021546,33
210000021547,90
210000021548,9
210000021549,42
210000021550,98
210000021551,11
210000021552,91
210000021553,428
210000021554,266
210000021555,195
210000021556,281
210000021557,0
210000021558,39
210000021559,197
210000021560,66
210000021561,42
210000021562,624
210000021563,234
210000021564,174
210000021566,143
210000021567,224
210000021568,273
210000021569,193
210000021570,194
210000021571,63
210000021572,4779
210000021574,708
210000021575,542
210000021576,212
210000021577,1
210000021578,512
210000021579,438
210000021580,238
210000021581,581
210000021582,127
210000021583,0
210000021584,16
210000021585,0
210000021586,0
210000021587,93
210000021588,483
210000021589,0
210000021590,362
210000021591,35
210000021592,533
210000021593,198
210000021594,165
210000021595,42
210000021596,884
210000021597,139
210000021598,432
210000021599,402
210000021600,33
210000021601,1341
210000021602,23
210000021603,117
210000021604,551
210000021606,19
210000021607,17
210000021608,222
210000021609,146
210000021610,200
210000021611,5158
210000021613,443
210000021614,528
210000021615,94
210000021616,56
210000021617,18
210000021618,208
210000021619,1386
210000021620,112
210000021621,458
210000021622,331
210000021623,614
210000021624,147
210000021625,69
210000021627,545
210000021628,102
210000021629,428
210000021630,1597
210000021632,19
210000021633,89
210000021634,81
210000021635,27
210000021636,62
210000021637,227
210000021638,259
210000021639,13
210000021640,72
210000021641,138
210000021642,3
210000021644,4
210000021645,121
210000021646,1
210000021647,213
210000021648,92
210000021649,521
210000021650,65
210000021651,79
210000021652,44
210000021653,136
210000021654,528
210000021655,227
210000021656,75
210000021657,37
210000021658,33
210000021659,66
210000021660,444
210000021661,293
210000021662,2
210000021663,16
210000021664,1877
210000021666,814
210000021668,85
210000021669,25
210000021670,0
210000021671,45
210000021672,22
210000021673,90
210000021674,41
210000021675,47
210000021676,76
210000021677,113
210000021678,4
210000021679,94
210000021680,104
210000021681,104
210000021682,23
210000021683,55
210000021684,3925
210000021686,19
210000021687,21
210000021688,0
210000021689,24
210000021690,203
210000021691,47
210000021692,262
210000021693,158
210000021694,442
210000021695,213
210000021696,0
210000021697,1014
210000021698,36
210000021700,793
210000021701,559
210000021702,186
210000021703,163
210000021704,93
210000021705,75
210000021706,264
210000021707,644
210000021708,262
210000021709,125
210000021710,37
210000021711,186
210000021712,140
210000021714,20
210000021715,138
210000021716,16
210000021717,61
210000021718,19
210000021719,52
210000021720,949
210000021722,47
210000021723,6
210000021724,5
210000021725,128
210000021726,202
210000021727,143
210000021728,23
210000021729,1420
210000021731,41
210000021732,33
210000021733,44
210000021734,76
210000021735,78
210000021736,63
210000021737,52
210000021738,65
210000021739,133
210000021740,23
210000021741,31
210000021742,55
210000021743,72
210000021744,92
210000021745,17
210000021746,134
210000021747,150
210000021748,11
210000021749,2069
210000021751,2180
210000021753,208
210000021754,136
210000021755,78
210000021756,212
210000021757,0
210000021758,297
210000021759,270
210000021760,84
210000021761,178
210000021762,155
210000021763,410
210000021764,183
210000021765,518
210000021766,39
210000021767,25
210000021768,1509
210000021770,158
210000021771,47
210000021772,126
210000021773,154
210000021774,59
210000021775,82
210000021776,88
210000021777,38
210000021778,76
210000021779,98
210000021780,90
210000021781,359
210000021782,58
210000021783,6370
210000021785,33
210000021786,46
210000021787,44
210000021788,57
210000021789,13
210000021790,11
210000021791,167
210000021792,35
210000021793,37
210000021795,41
210000021796,12
210000021797,7
210000021798,108
210000021799,246
210000021800,175
210000021801,45
210000021802,35
210000021803,132
210000021804,82477
210000021806,22
210000021807,32
210000021809,70
210000021810,40
210000021811,92
210000021812,13
210000021813,46
210000021814,22
210000021815,21
210000021816,60
210000021817,49
210000021818,1291
210000021820,113
210000021821,123
210000021822,28
210000021823,142
210000021824,56
210000021825,99
210000021826,151
210000021827,107
210000021828,30
210000021829,23
210000021830,84
210000021831,6921
210000021833,468
210000021834,551
210000021835,518
210000021836,46
210000021837,76
210000021838,34
210000021839,690
210000021840,593
210000021841,460
210000021842,13
210000021843,451
210000021844,250
210000021845,166
210000021846,272
210000021847,608
210000021848,296
210000021849,116
210000021850,23
210000021851,26
