SQ_CANDIDATO,QT_VOTOS_NOMINAIS,DS_SIT_TOT_TURNO
210000015310,101,SUPLENTE
210000015311,143,SUPLENTE
210000015313,274,ELEITO POR QP
210000015314,17,SUPLENTE
210000015315,1168,NÃO ELEITO
210000015316,301,ELEITO POR QP
210000015318,22,SUPLENTE
210000015319,26,SUPLENTE
210000015320,14004,NÃO ELEITO
210000015322,4318,ELEITO
210000015324,240,SUPLENTE
210000015325,485,SUPLENTE
210000015326,174,SUPLENTE
210000015328,865,SUPLENTE
210000015329,210,SUPLENTE
210000015330,274,SUPLENTE
210000015331,326,SUPLENTE
210000015332,465,SUPLENTE
210000015333,144,SUPLENTE
210000015334,432,SUPLENTE
210000015335,1425,ELEITO POR MÉDIA
210000015336,234,SUPLENTE
210000015337,272,SUPLENTE
210000015338,1201,SUPLENTE
210000015339,145,SUPLENTE
210000015340,1515,ELEITO POR QP
210000015341,140,SUPLENTE
210000015342,21,SUPLENTE
210000015343,140,SUPLENTE
210000015344,43,SUPLENTE
210000015345,23,SUPLENTE
210000015346,32,SUPLENTE
210000015347,15,SUPLENTE
210000015348,11,SUPLENTE
210000015349,9,SUPLENTE
210000015350,8598,ELEITO
210000015352,164,SUPLENTE
210000015353,200,SUPLENTE
210000015354,124,SUPLENTE
210000015355,442,SUPLENTE
210000015356,53,SUPLENTE
210000015357,133,SUPLENTE
210000015358,141,SUPLENTE
210000015359,493,SUPLENTE
210000015360,141,SUPLENTE
210000015361,42,SUPLENTE
210000015362,511,SUPLENTE
210000015363,148,SUPLENTE
210000015364,700,SUPLENTE
210000015365,753,ELEITO POR QP
210000015366,54,SUPLENTE
210000015367,560,SUPLENTE
210000015385,101,SUPLENTE
210000015386,48,SUPLENTE
210000015387,203,SUPLENTE
210000015388,607,ELEITO POR QP
210000015389,109,SUPLENTE
210000015390,456,ELEITO POR MÉDIA
210000015391,155,SUPLENTE
210000015392,186,SUPLENTE
210000015393,246,SUPLENTE
210000015394,56,SUPLENTE
210000015395,13,SUPLENTE
210000015396,271,SUPLENTE
210000015397,63,SUPLENTE
210000015398,217,SUPLENTE
210000015399,61,SUPLENTE
210000015400,749,ELEITO POR QP
210000015401,37,SUPLENTE
210000015402,30,SUPLENTE
210000015403,20,SUPLENTE
210000015404,26,SUPLENTE
210000015405,283,SUPLENTE
210000015406,365,ELEITO POR QP
210000015407,112,SUPLENTE
210000015408,333,ELEITO POR QP
210000015409,150,SUPLENTE
210000015410,11,SUPLENTE
210000015411,239,SUPLENTE
210000015412,194,SUPLENTE
210000015413,22,SUPLENTE
210000015414,328,ELEITO POR MÉDIA
210000015415,155,SUPLENTE
210000015416,137,SUPLENTE
210000015417,17,SUPLENTE
210000015418,2443,ELEITO
210000015420,336,ELEITO POR QP
210000015421,247,SUPLENTE
210000015422,300,ELEITO POR QP
210000015423,474,ELEITO POR QP
210000015424,16,SUPLENTE
210000015425,258,ELEITO POR MÉDIA
210000015426,36,SUPLENTE
210000015427,69,SUPLENTE
210000015428,137,SUPLENTE
210000015429,137,SUPLENTE
210000015430,404,ELEITO POR QP
210000015431,6,SUPLENTE
210000015432,252,ELEITO POR MÉDIA
210000015433,5,SUPLENTE
210000015434,5,SUPLENTE
210000015435,312,ELEITO POR QP
210000015436,222,SUPLENTE
210000015437,165,SUPLENTE
210000015438,313,ELEITO POR QP
210000015439,8,SUPLENTE
210000015440,124,SUPLENTE
210000015441,33,SUPLENTE
210000015443,2107,ELEITO
210000015444,257,ELEITO POR QP
210000015445,167,SUPLENTE
210000015446,113,SUPLENTE
210000015447,97,SUPLENTE
210000015450,132,SUPLENTE
210000015451,396,SUPLENTE
210000015452,228,SUPLENTE
210000015453,247,SUPLENTE
210000015454,14,SUPLENTE
210000015455,321,SUPLENTE
210000015457,51,SUPLENTE
210000015458,28,SUPLENTE
210000015459,97,SUPLENTE
210000015460,34,SUPLENTE
210000015461,79,SUPLENTE
210000015462,32,SUPLENTE
210000015463,386,SUPLENTE
210000015464,537,SUPLENTE
210000015465,385,SUPLENTE
210000015466,514,SUPLENTE
210000015467,2072,ELEITO POR QP
210000015468,263,SUPLENTE
210000015469,622,SUPLENTE
210000015471,25,SUPLENTE
210000015472,326,ELEITO POR QP
210000015473,82,SUPLENTE
210000015474,191,SUPLENTE
210000015475,13,SUPLENTE
210000015476,156,SUPLENTE
210000015477,308,SUPLENTE
210000015478,8,SUPLENTE
210000015479,438,ELEITO POR QP
210000015480,152,SUPLENTE
210000015481,145,SUPLENTE
210000015482,114,SUPLENTE
210000015484,148,SUPLENTE
210000015485,13,SUPLENTE
210000015486,129,SUPLENTE
210000015514,13638,ELEITO
210000015515,9,SUPLENTE
210000015516,119,SUPLENTE
210000015517,34,SUPLENTE
210000015518,503,SUPLENTE
210000015519,73,SUPLENTE
210000015520,21,SUPLENTE
210000015521,20,SUPLENTE
210000015522,100,SUPLENTE
210000015523,115,SUPLENTE
210000015524,10,SUPLENTE
210000015525,28,SUPLENTE
210000015526,36,SUPLENTE
210000015527,1174,ELEITO POR QP
210000015528,51,SUPLENTE
210000015529,196,SUPLENTE
210000015530,29,SUPLENTE
210000015531,45,SUPLENTE
210000015532,169,SUPLENTE
210000015533,45,SUPLENTE
210000015534,27,SUPLENTE
210000015535,105,SUPLENTE
210000015536,140,SUPLENTE
210000015537,20,SUPLENTE
210000015538,91,SUPLENTE
210000015539,225,ELEITO POR QP
210000015540,121,SUPLENTE
210000015541,183,ELEITO POR QP
210000015542,135,ELEITO POR QP
210000015544,26,SUPLENTE
210000015545,79,SUPLENTE
210000015546,190,ELEITO POR QP
210000015547,73,SUPLENTE
210000015548,10,SUPLENTE
210000015550,24,SUPLENTE
210000015552,1251,ELEITO
210000015553,94,SUPLENTE
210000015554,5,SUPLENTE
210000015555,39,SUPLENTE
210000015556,2480,ELEITO
210000015558,257,ELEITO POR QP
210000015559,310,ELEITO POR QP
210000015560,119,SUPLENTE
210000015561,68,SUPLENTE
210000015562,317,ELEITO POR QP
210000015563,1,SUPLENTE
210000015564,46,SUPLENTE
210000015565,136,SUPLENTE
210000015566,200,SUPLENTE
210000015567,118,SUPLENTE
210000015568,268,ELEITO POR QP
210000015569,204,ELEITO POR QP
210000015570,10,SUPLENTE
210000015571,2,SUPLENTE
210000015572,141,SUPLENTE
210000015573,112,SUPLENTE
210000015574,132,SUPLENTE
210000015575,13,SUPLENTE
210000015576,5730,ELEITO
210000015578,1384,ELEITO
210000015580,187,ELEITO POR QP
210000015581,15,SUPLENTE
210000015582,185,ELEITO POR QP
210000015583,69,SUPLENTE
210000015584,83,SUPLENTE
210000015585,12,SUPLENTE
210000015586,43,SUPLENTE
210000015587,86,SUPLENTE
210000015588,55,SUPLENTE
210000015589,19,SUPLENTE
210000015590,12,SUPLENTE
210000015591,248,ELEITO POR QP
210000015592,64,SUPLENTE
210000015593,160,ELEITO POR QP
210000015594,105,ELEITO POR MÉDIA
210000015595,2555,NÃO ELEITO
210000015596,207,SUPLENTE
210000015597,148,SUPLENTE
210000015598,311,ELEITO POR QP
210000015599,225,SUPLENTE
210000015600,149,SUPLENTE
210000015601,121,SUPLENTE
210000015602,178,SUPLENTE
210000015603,69,SUPLENTE
210000015604,191,SUPLENTE
210000015605,85,SUPLENTE
210000015606,37,SUPLENTE
210000015607,300,ELEITO POR QP
210000015608,243,SUPLENTE
210000015609,38,SUPLENTE
210000015610,290,ELEITO POR MÉDIA
210000015611,112,SUPLENTE
210000015612,41,SUPLENTE
210000015613,371,ELEITO POR QP
210000015615,208,ELEITO POR QP
210000015616,23,SUPLENTE
210000015617,198,ELEITO POR QP
210000015618,27,SUPLENTE
210000015619,28,SUPLENTE
210000015620,63,SUPLENTE
210000015621,77,SUPLENTE
210000015622,63,SUPLENTE
210000015623,122,ELEITO POR QP
210000015624,55,SUPLENTE
210000015625,110,ELEITO POR MÉDIA
210000015626,4,SUPLENTE
210000015627,1160,NÃO ELEITO
210000015629,188,SUPLENTE
210000015630,371,SUPLENTE
210000015631,710,SUPLENTE
210000015632,419,SUPLENTE
210000015633,254,SUPLENTE
210000015634,1008,SUPLENTE
210000015635,1730,ELEITO POR QP
210000015636,11,SUPLENTE
210000015637,636,SUPLENTE
210000015639,1402,ELEITO POR MÉDIA
210000015640,461,SUPLENTE
210000015641,184,SUPLENTE
210000015642,216,SUPLENTE
210000015643,918,SUPLENTE
210000015644,817,SUPLENTE
210000015645,109,SUPLENTE
210000015646,252,ELEITO POR QP
210000015647,58,SUPLENTE
210000015648,5074,NÃO ELEITO
210000015650,110,ELEITO POR QP
210000015651,96,ELEITO POR MÉDIA
210000015652,106,ELEITO POR QP
210000015653,82,SUPLENTE
210000015654,74,SUPLENTE
210000015655,151,ELEITO POR QP
210000015656,39,SUPLENTE
210000015657,76,SUPLENTE
210000015658,84,SUPLENTE
210000015659,30,SUPLENTE
210000015660,143,ELEITO POR QP
210000015661,104,ELEITO POR QP
210000015662,104,ELEITO POR QP
210000015663,32,SUPLENTE
210000015665,1377,ELEITO
210000015666,136,ELEITO POR QP
210000015667,11,SUPLENTE
210000015668,86,SUPLENTE
210000015669,62,SUPLENTE
210000015671,50,SUPLENTE
210000015672,92,ELEITO POR QP
210000015673,15,SUPLENTE
210000015674,24,SUPLENTE
210000015677,91,ELEITO POR QP
210000015678,852,NÃO ELEITO
210000015679,20,SUPLENTE
210000015680,96,ELEITO POR QP
210000015681,111,ELEITO POR QP
210000015682,185,ELEITO POR QP
210000015683,1542,NÃO ELEITO
210000015684,33,SUPLENTE
210000015685,229,ELEITO POR QP
210000015686,12,SUPLENTE
210000015687,161,SUPLENTE
210000015689,149,SUPLENTE
210000015690,216,ELEITO POR QP
210000015691,6,SUPLENTE
210000015692,181,ELEITO POR QP
210000015693,123,SUPLENTE
210000015694,59,SUPLENTE
210000015695,117,SUPLENTE
210000015696,72,SUPLENTE
210000015697,78,SUPLENTE
210000015698,1,SUPLENTE
210000015699,602,NÃO ELEITO
210000015701,146,SUPLENTE
210000015702,310,SUPLENTE
210000015703,140,SUPLENTE
210000015704,171,SUPLENTE
210000015705,179,SUPLENTE
210000015706,528,ELEITO POR QP
210000015707,349,SUPLENTE
210000015708,381,ELEITO POR MÉDIA
210000015709,124,SUPLENTE
210000015710,414,ELEITO POR QP
210000015711,61,SUPLENTE
210000015712,805,ELEITO POR QP
210000015713,28,SUPLENTE
210000015714,23,SUPLENTE
210000015715,344,ELEITO POR QP
210000015716,152,ELEITO POR QP
210000015717,105,SUPLENTE
210000015718,103,SUPLENTE
210000015719,252,ELEITO POR QP
210000015720,116,SUPLENTE
210000015721,261,ELEITO POR QP
210000015722,68,SUPLENTE
210000015723,83,SUPLENTE
210000015724,21,SUPLENTE
210000015725,149,ELEITO POR MÉDIA
210000015727,1749,ELEITO
210000015728,39,SUPLENTE
210000015729,227,ELEITO POR QP
210000015730,127,ELEITO POR QP
210000015731,2,SUPLENTE
210000015732,118,ELEITO POR QP
210000015733,52,SUPLENTE
210000015734,102,SUPLENTE
210000015735,70,SUPLENTE
210000015736,83,SUPLENTE
210000015737,2,SUPLENTE
210000015738,115,ELEITO POR QP
210000015739,48,SUPLENTE
210000015741,113,ELEITO POR MÉDIA
210000015742,133,ELEITO POR QP
210000015743,1,SUPLENTE
210000015744,2,SUPLENTE
210000015745,202,ELEITO POR QP
210000015746,53,SUPLENTE
210000015747,1334,ELEITO
210000015748,32,SUPLENTE
210000015749,51,SUPLENTE
210000015750,180,ELEITO POR QP
210000015751,21,SUPLENTE
210000015752,13,SUPLENTE
210000015753,30,SUPLENTE
210000015754,125,ELEITO POR QP
210000015755,171,ELEITO POR QP
210000015756,93,ELEITO POR MÉDIA
210000015757,73,SUPLENTE
210000015758,119,ELEITO POR QP
210000015759,141,ELEITO POR QP
210000015761,91,SUPLENTE
210000015762,1407,ELEITO
210000015763,26,SUPLENTE
210000015764,65,SUPLENTE
210000015765,78,SUPLENTE
210000015766,5520,NÃO ELEITO
210000015768,187,SUPLENTE
210000015769,72,SUPLENTE
210000015770,40,SUPLENTE
210000015771,269,SUPLENTE
210000015772,171,SUPLENTE
210000015773,256,SUPLENTE
210000015774,477,SUPLENTE
210000015775,43,SUPLENTE
210000015776,178,SUPLENTE
210000015777,7,SUPLENTE
210000015778,667,ELEITO POR QP
210000015779,2,SUPLENTE
210000015780,53,SUPLENTE
210000015781,159,SUPLENTE
210000015782,85,SUPLENTE
210000015784,29468,NÃO ELEITO
210000015786,379,SUPLENTE
210000015787,193,SUPLENTE
210000015788,575,SUPLENTE
210000015789,270,SUPLENTE
210000015790,428,SUPLENTE
210000015791,2199,ELEITO POR MÉDIA
210000015792,2804,ELEITO POR QP
210000015793,1898,SUPLENTE
210000015794,51,SUPLENTE
210000015795,2293,ELEITO POR QP
210000015796,1778,SUPLENTE
210000015797,552,SUPLENTE
210000015798,911,SUPLENTE
210000015799,572,SUPLENTE
210000015800,102,SUPLENTE
210000015801,677,SUPLENTE
210000015802,139,SUPLENTE
210000015803,259,SUPLENTE
210000015804,403,SUPLENTE
210000015805,632,SUPLENTE
210000015806,53,SUPLENTE
210000015807,2883,ELEITO
210000015815,347,ELEITO POR QP
210000015816,139,SUPLENTE
210000015817,179,SUPLENTE
210000015818,138,SUPLENTE
210000015819,506,ELEITO POR QP
210000015820,59,SUPLENTE
210000015821,36,SUPLENTE
210000015822,268,ELEITO POR QP
210000015823,507,ELEITO POR QP
210000015824,209,SUPLENTE
210000015825,47,SUPLENTE
210000015826,83,SUPLENTE
210000015827,98,SUPLENTE
210000015828,463,ELEITO POR QP
210000015829,115,SUPLENTE
210000015830,205,SUPLENTE
210000015831,208,SUPLENTE
210000015832,68,SUPLENTE
210000015833,4009,ELEITO
210000015835,423,ELEITO POR QP
210000015836,384,SUPLENTE
210000015837,372,SUPLENTE
210000015838,104,SUPLENTE
210000015839,258,SUPLENTE
210000015840,31,SUPLENTE
210000015841,31,SUPLENTE
210000015842,126,SUPLENTE
210000015843,75,SUPLENTE
210000015844,1002,ELEITO POR QP
210000015845,150,SUPLENTE
210000015846,48,SUPLENTE
210000015847,1619,ELEITO POR QP
210000015848,19,SUPLENTE
210000015849,125,SUPLENTE
210000015850,26,SUPLENTE
210000015851,531,ELEITO POR QP
210000015852,335,SUPLENTE
210000015853,410,ELEITO POR QP
210000015854,22,SUPLENTE
210000015855,142,SUPLENTE
210000015856,5004,ELEITO
210000015858,374,ELEITO POR QP
210000015859,362,SUPLENTE
210000015860,209,SUPLENTE
210000015861,350,SUPLENTE
210000015862,154,SUPLENTE
210000015863,493,ELEITO POR QP
210000015864,343,SUPLENTE
210000015865,112,SUPLENTE
210000015866,189,SUPLENTE
210000015867,49,SUPLENTE
210000015868,316,SUPLENTE
210000015869,544,ELEITO POR QP
210000015870,365,ELEITO POR QP
210000015871,333,SUPLENTE
210000015872,100,SUPLENTE
210000015873,307,ELEITO POR MÉDIA
210000015874,113,SUPLENTE
210000015875,220,SUPLENTE
210000015876,121,SUPLENTE
210000015877,180,SUPLENTE
210000015878,176,SUPLENTE
210000015879,24,SUPLENTE
210000015880,21,SUPLENTE
210000015881,485,ELEITO POR QP
210000015882,269,SUPLENTE
210000015884,105,SUPLENTE
210000015885,415,ELEITO POR QP
210000015886,35,SUPLENTE
210000015887,65,SUPLENTE
210000015888,10,SUPLENTE
210000015889,396,ELEITO POR QP
210000015890,503,ELEITO POR QP
210000015891,35,SUPLENTE
210000015892,134,SUPLENTE
210000015893,284,ELEITO POR MÉDIA
210000015894,547,ELEITO POR QP
210000015895,454,ELEITO POR QP
210000015896,38,SUPLENTE
210000015897,42,SUPLENTE
210000015898,58,SUPLENTE
210000015899,122,SUPLENTE
210000015900,548,ELEITO POR QP
210000015901,3823,ELEITO
210000015902,214,SUPLENTE
210000015903,211,SUPLENTE
210000015905,104,SUPLENTE
210000015906,245,SUPLENTE
210000015907,153,SUPLENTE
210000015908,280,SUPLENTE
210000015909,138,ELEITO POR MÉDIA
210000015910,141,ELEITO POR QP
210000015911,110,SUPLENTE
210000015912,328,ELEITO POR QP
210000015913,82,SUPLENTE
210000015914,183,ELEITO POR QP
210000015915,253,ELEITO POR QP
210000015916,52,SUPLENTE
210000015918,39,SUPLENTE
210000015919,39,SUPLENTE
210000015920,1313,NÃO ELEITO
210000015921,767,ELEITO POR QP
210000015922,28,SUPLENTE
210000015923,1228,ELEITO POR QP
210000015924,155,SUPLENTE
210000015925,688,SUPLENTE
210000015926,329,SUPLENTE
210000015927,5,SUPLENTE
210000015928,41,SUPLENTE
210000015929,20,SUPLENTE
210000015930,339,SUPLENTE
210000015931,1625,ELEITO POR QP
210000015932,174,SUPLENTE
210000015933,95,SUPLENTE
210000015934,370,SUPLENTE
210000015935,477,SUPLENTE
210000015936,448,SUPLENTE
210000015937,568,SUPLENTE
210000015938,149,SUPLENTE
210000015939,154,SUPLENTE
210000015940,169,SUPLENTE
210000015958,2141,ELEITO
210000015959,446,ELEITO POR QP
210000015960,182,ELEITO POR QP
210000015961,318,ELEITO POR QP
210000015962,118,SUPLENTE
210000015963,243,ELEITO POR QP
210000015964,561,ELEITO POR QP
210000015965,183,ELEITO POR QP
210000015966,8,SUPLENTE
210000015967,89,SUPLENTE
210000015968,95,SUPLENTE
210000015969,200,ELEITO POR QP
210000015970,126,ELEITO POR MÉDIA
210000015971,633,ELEITO POR QP
210000015972,13,SUPLENTE
210000015973,272,SUPLENTE
210000015974,73,SUPLENTE
210000015975,228,SUPLENTE
210000015976,45,SUPLENTE
210000015977,60,SUPLENTE
210000015978,10,SUPLENTE
210000015979,582,NÃO ELEITO
210000015980,67,SUPLENTE
210000015981,54,SUPLENTE
210000015982,73,ELEITO POR QP
210000015983,16,SUPLENTE
210000015984,104,ELEITO POR QP
210000015985,60,SUPLENTE
210000015987,121,ELEITO POR QP
210000015988,17,SUPLENTE
210000015989,63,SUPLENTE
210000015990,83,ELEITO POR QP
210000015991,79,ELEITO POR QP
210000016002,20,SUPLENTE
210000016003,26,SUPLENTE
210000016004,15,SUPLENTE
210000016005,57,SUPLENTE
210000016006,110,SUPLENTE
210000016007,52,SUPLENTE
210000016008,352,ELEITO POR QP
210000016009,24,SUPLENTE
210000016010,339,ELEITO POR QP
210000016011,144,SUPLENTE
210000016012,253,SUPLENTE
210000016013,144,SUPLENTE
210000016014,141,SUPLENTE
210000016016,3483,ELEITO
210000016017,278,ELEITO POR MÉDIA
210000016018,99,SUPLENTE
210000016019,488,ELEITO POR QP
210000016020,12,SUPLENTE
210000016021,129,ELEITO POR QP
210000016022,41,SUPLENTE
210000016023,79,SUPLENTE
210000016024,145,ELEITO POR QP
210000016025,14,SUPLENTE
210000016026,31,SUPLENTE
210000016027,27,SUPLENTE
210000016028,30,SUPLENTE
210000016029,31,SUPLENTE
210000016030,3827,ELEITO
210000016032,152,SUPLENTE
210000016033,204,ELEITO POR QP
210000016035,45,SUPLENTE
210000016036,173,ELEITO POR MÉDIA
210000016037,22,SUPLENTE
210000016038,780,NÃO ELEITO
210000016039,3,SUPLENTE
210000016040,14,SUPLENTE
210000016041,39,SUPLENTE
210000016042,71,SUPLENTE
210000016043,46,SUPLENTE
210000016044,138,ELEITO POR QP
210000016045,111,ELEITO POR MÉDIA
210000016046,110,SUPLENTE
210000016047,32,SUPLENTE
210000016048,164,ELEITO POR QP
210000016049,118,ELEITO POR QP
210000016050,160,ELEITO POR QP
210000016051,73,SUPLENTE
210000016052,24,SUPLENTE
210000016053,1,SUPLENTE
210000016054,124,ELEITO POR QP
210000016055,6,SUPLENTE
210000016056,162,ELEITO POR QP
210000016057,249,ELEITO POR QP
210000016058,214,ELEITO POR QP
210000016059,1445,ELEITO
210000016061,88,SUPLENTE
210000016062,612,NÃO ELEITO
210000016063,337,NÃO ELEITO
210000016064,810,NÃO ELEITO
210000016065,103,NÃO ELEITO
210000016066,107,NÃO ELEITO
210000016067,162,NÃO ELEITO
210000016068,189,NÃO ELEITO
210000016069,132,NÃO ELEITO
210000016070,40,NÃO ELEITO
210000016072,36,NÃO ELEITO
210000016073,4778,NÃO ELEITO
210000016074,112,NÃO ELEITO
210000016075,1701,NÃO ELEITO
210000016077,197,ELEITO POR QP
210000016078,84,SUPLENTE
210000016079,53,SUPLENTE
210000016080,258,ELEITO POR QP
210000016081,37,SUPLENTE
210000016082,50,SUPLENTE
210000016083,166,ELEITO POR MÉDIA
210000016084,302,ELEITO POR QP
210000016085,379,ELEITO POR QP
210000016086,12,SUPLENTE
210000016087,35,SUPLENTE
210000016088,111,SUPLENTE
210000016089,99,SUPLENTE
210000016090,23,SUPLENTE
210000016091,23,SUPLENTE
210000016092,83,SUPLENTE
210000016093,279,ELEITO POR QP
210000016094,152,SUPLENTE
210000016096,10912,ELEITO
210000016097,349,ELEITO POR QP
210000016098,113,SUPLENTE
210000016099,68,SUPLENTE
210000016100,106,SUPLENTE
210000016101,14,SUPLENTE
210000016102,12,SUPLENTE
210000016103,440,ELEITO POR QP
210000016104,338,SUPLENTE
210000016105,187,SUPLENTE
210000016106,170,SUPLENTE
210000016107,338,ELEITO POR MÉDIA
210000016108,232,SUPLENTE
210000016109,448,ELEITO POR QP
210000016110,101,SUPLENTE
210000016111,15,SUPLENTE
210000016112,152,ELEITO POR QP
210000016113,147,ELEITO POR QP
210000016114,53,SUPLENTE
210000016115,97,SUPLENTE
210000016116,82,SUPLENTE
210000016117,38,SUPLENTE
210000016118,39,SUPLENTE
210000016119,37,SUPLENTE
210000016120,7,SUPLENTE
210000016121,31,SUPLENTE
210000016122,48,SUPLENTE
210000016123,122,SUPLENTE
210000016124,55,SUPLENTE
210000016125,32,NÃO ELEITO
210000016126,6,NÃO ELEITO
210000016127,701,NÃO ELEITO
210000016129,30,NÃO ELEITO
210000016130,71,NÃO ELEITO
210000016131,35,NÃO ELEITO
210000016132,9,NÃO ELEITO
210000016133,22,NÃO ELEITO
210000016134,9,NÃO ELEITO
210000016135,27,NÃO ELEITO
210000016136,82,SUPLENTE
210000016137,117,SUPLENTE
210000016138,96,SUPLENTE
210000016139,527,SUPLENTE
210000016140,309,SUPLENTE
210000016141,105,SUPLENTE
210000016142,748,ELEITO POR QP
210000016143,124,SUPLENTE
210000016144,332,SUPLENTE
210000016146,221,SUPLENTE
210000016147,411,SUPLENTE
210000016148,76,SUPLENTE
210000016149,154,SUPLENTE
210000016150,254,SUPLENTE
210000016151,299,SUPLENTE
210000016152,81,SUPLENTE
210000016153,546,SUPLENTE
210000016154,507,SUPLENTE
210000016155,319,SUPLENTE
210000016156,470,SUPLENTE
210000016157,24,SUPLENTE
210000016158,554,ELEITO POR MÉDIA
210000016159,249,SUPLENTE
210000016160,1171,ELEITO POR QP
210000016161,498,SUPLENTE
210000016162,325,SUPLENTE
210000016163,83,SUPLENTE
210000016164,172,SUPLENTE
210000016165,1111,ELEITO POR QP
210000016166,14,SUPLENTE
210000016167,76,SUPLENTE
210000016168,152,SUPLENTE
210000016169,144,SUPLENTE
210000016170,301,ELEITO POR QP
210000016171,0,SUPLENTE
210000016172,78,SUPLENTE
210000016173,202,SUPLENTE
210000016174,499,ELEITO POR QP
210000016175,2,SUPLENTE
210000016176,300,SUPLENTE
210000016177,58,SUPLENTE
210000016178,293,SUPLENTE
210000016179,229,SUPLENTE
210000016180,272,SUPLENTE
210000016181,492,ELEITO POR QP
210000016182,156,SUPLENTE
210000016183,2,SUPLENTE
210000016184,18334,NÃO ELEITO
210000016186,448,SUPLENTE
210000016187,606,ELEITO POR QP
210000016188,498,SUPLENTE
210000016189,28,SUPLENTE
210000016190,161,SUPLENTE
210000016191,155,SUPLENTE
210000016192,14,SUPLENTE
210000016193,119,SUPLENTE
210000016194,37,SUPLENTE
210000016196,24,SUPLENTE
210000016197,34,SUPLENTE
210000016198,32,SUPLENTE
210000016200,32,SUPLENTE
210000016201,22,SUPLENTE
210000016202,55,SUPLENTE
210000016203,14,SUPLENTE
210000016206,650,ELEITO POR QP
210000016207,229,SUPLENTE
210000016208,248,SUPLENTE
210000016209,252,SUPLENTE
210000016210,113,SUPLENTE
210000016211,522,ELEITO POR MÉDIA
210000016212,136,SUPLENTE
210000016213,227,SUPLENTE
210000016214,142,SUPLENTE
210000016215,797,ELEITO POR QP
210000016216,81,SUPLENTE
210000016217,56,SUPLENTE
210000016218,33,SUPLENTE
210000016219,218,SUPLENTE
210000016220,557,ELEITO POR QP
210000016221,116,SUPLENTE
210000016222,245,SUPLENTE
210000016224,4469,NÃO ELEITO
210000016225,26,SUPLENTE
210000016226,68,SUPLENTE
210000016227,70,SUPLENTE
210000016228,237,ELEITO POR QP
210000016229,308,ELEITO POR QP
210000016230,304,ELEITO POR QP
210000016231,12,SUPLENTE
210000016232,17,SUPLENTE
210000016233,144,ELEITO POR MÉDIA
210000016234,1452,NÃO ELEITO
210000016236,86,SUPLENTE
210000016237,233,SUPLENTE
210000016238,212,SUPLENTE
210000016239,1786,ELEITO POR MÉDIA
210000016240,105,SUPLENTE
210000016241,411,SUPLENTE
210000016242,121,SUPLENTE
210000016243,236,SUPLENTE
210000016244,1328,SUPLENTE
210000016245,188,SUPLENTE
210000016246,603,SUPLENTE
210000016247,182,SUPLENTE
210000016249,400,SUPLENTE
210000016250,2317,ELEITO POR QP
210000016251,1895,ELEITO POR QP
210000016252,433,SUPLENTE
210000016253,881,SUPLENTE
210000016255,271,SUPLENTE
210000016256,47,SUPLENTE
210000016257,173,SUPLENTE
210000016259,552,ELEITO POR QP
210000016260,31,SUPLENTE
210000016261,233,SUPLENTE
210000016262,12,SUPLENTE
210000016264,394,SUPLENTE
210000016265,31,SUPLENTE
210000016266,36435,ELEITO
210000016268,251,ELEITO POR QP
210000016269,22,SUPLENTE
210000016270,42,SUPLENTE
210000016271,216,SUPLENTE
210000016272,34,SUPLENTE
210000016273,23,SUPLENTE
210000016274,139,SUPLENTE
210000016275,50,SUPLENTE
210000016276,116,SUPLENTE
210000016277,29,SUPLENTE
210000016278,76,NÃO ELEITO
210000016280,151,NÃO ELEITO
210000016281,80,NÃO ELEITO
210000016282,509,NÃO ELEITO
210000016283,204,NÃO ELEITO
210000016284,185,NÃO ELEITO
210000016285,313,NÃO ELEITO
210000016286,160,NÃO ELEITO
210000016287,158,NÃO ELEITO
210000016288,240,NÃO ELEITO
210000016289,284,NÃO ELEITO
210000016290,124,NÃO ELEITO
210000016291,36,NÃO ELEITO
210000016292,336,NÃO ELEITO
210000016293,37,NÃO ELEITO
210000016294,282,NÃO ELEITO
210000016295,634,NÃO ELEITO
210000016296,157,NÃO ELEITO
210000016298,3489,SUPLENTE
210000016299,982,SUPLENTE
210000016300,267,SUPLENTE
210000016301,6342,ELEITO POR MÉDIA
210000016302,911,SUPLENTE
210000016303,6809,ELEITO POR QP
210000016304,2512,SUPLENTE
210000016305,2976,SUPLENTE
210000016306,664,SUPLENTE
210000016307,175,SUPLENTE
210000016308,4931,SUPLENTE
210000016309,895,SUPLENTE
210000016310,3997,SUPLENTE
210000016311,2576,SUPLENTE
210000016312,9300,ELEITO POR QP
210000016313,6882,ELEITO POR QP
210000016314,454,SUPLENTE
210000016315,1955,SUPLENTE
210000016316,3355,SUPLENTE
210000016317,1797,SUPLENTE
210000016318,1130,SUPLENTE
210000016319,6691,ELEITO POR QP
210000016320,2596,SUPLENTE
210000016321,7728,ELEITO POR QP
210000016322,176,SUPLENTE
210000016323,276,SUPLENTE
210000016324,7712,ELEITO POR QP
210000016325,180,SUPLENTE
210000016326,737,SUPLENTE
210000016327,647,SUPLENTE
210000016328,271,SUPLENTE
210000016329,164,SUPLENTE
210000016330,793,SUPLENTE
210000016331,711,SUPLENTE
210000016332,409,SUPLENTE
210000016333,305,SUPLENTE
210000016334,1383,SUPLENTE
210000016335,1116,SUPLENTE
210000016336,4108,SUPLENTE
210000016338,585,SUPLENTE
