SQ_CANDIDATO,ANO_ELEICAO,SG_UE,NM_UE,CD_CARGO,DS_CARGO,NM_CANDIDATO,CD_GENERO,DS_GENERO,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO,CD_COR_RACA,DS_COR_RACA,QT_VOTOS_NOMINAIS,PERC_VOTOS,CLASSIFICACAO,SITUACAO
210000023981,2016,88013,PORTO ALEGRE,13,VEREADOR,MARIA DE LOURDES DALLACORT ZAMPIERON,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,1886,0.09420207694101981,97,NÃO ELEITO
210000024665,2016,88013,PORTO ALEGRE,13,VEREADOR,HAMILTON SOSSMEIER,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,2841,0.1419024923591926,67,NÃO ELEITO
210000010483,2016,88013,PORTO ALEGRE,13,VEREADOR,MARIO DAGOBERTO ABREU QUADROS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,362,0.01808120458783095,307,NÃO ELEITO
210000030565,2016,88013,PORTO ALEGRE,13,VEREADOR,ALEXANDRE DE OLIVEIRA MACHADO,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA,33,0.0016482866060729873,538,NÃO ELEITO
210000030574,2016,88013,PORTO ALEGRE,13,VEREADOR,RENATO DIAS DE ALMEIDA,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA,70,0.0034963655280336094,506,NÃO ELEITO
210000023954,2016,88013,PORTO ALEGRE,13,VEREADOR,GUSTAVO ESCOBAR CURIA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,381,0.019030218088297215,301,NÃO ELEITO
210000016302,2016,88013,PORTO ALEGRE,13,VEREADOR,MAURO GOMES DE MOURA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,911,0.045502699943408824,175,NÃO ELEITO
210000016328,2016,88013,PORTO ALEGRE,13,VEREADOR,MARIA DE FÁTIMA POLITO IVANOFF,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,271,0.013535929401387259,354,NÃO ELEITO
210000030582,2016,88013,PORTO ALEGRE,13,VEREADOR,MARIÁ OLMI,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,71,0.0035463136070055176,505,NÃO ELEITO
210000006935,2016,88013,PORTO ALEGRE,13,VEREADOR,ANTONIO SANZI,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA,174,0.008690965741112115,420,NÃO ELEITO
210000006976,2016,88013,PORTO ALEGRE,13,VEREADOR,ELAINE SILVA DOS SANTOS SANTOS,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA,194,0.009689927320550289,398,NÃO ELEITO
210000006960,2016,88013,PORTO ALEGRE,13,VEREADOR,MARCELO ROCHA GARCIA,2,MASCULINO,8,SUPERIOR COMPLETO,3,PARDA,2398,0.11977549337463707,83,NÃO ELEITO
210000023944,2016,88013,PORTO ALEGRE,13,VEREADOR,PATRICIA RIOS SCHOSSLER,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,292,0.014584839059797341,341,NÃO ELEITO
210000024168,2016,88013,PORTO ALEGRE,13,VEREADOR,JESUS CASSIÁ LOPES GOMES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,1988,0.09929678099615451,94,NÃO ELEITO
210000024164,2016,88013,PORTO ALEGRE,13,VEREADOR,ALCEU OLIVEIRA DA ROSA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA,2502,0.12497009358771557,79,NÃO ELEITO
210000004100,2016,88013,PORTO ALEGRE,13,VEREADOR,PAULO RICARDO DA SILVA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,2,PRETA,678,0.0338647975429541,222,NÃO ELEITO
210000023963,2016,88013,PORTO ALEGRE,13,VEREADOR,TOMAZ AUGUSTO SCHUCH,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,591,0.02951931467239804,239,NÃO ELEITO
210000006958,2016,88013,PORTO ALEGRE,13,VEREADOR,LUIZ ALBERTO NEGRINHO DE OLIVEIRA JUNIOR,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,436,0.021777362431752195,281,NÃO ELEITO
210000030580,2016,88013,PORTO ALEGRE,13,VEREADOR,EDMÍLSON RODRIGUES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,192,0.00959003116260647,401,NÃO ELEITO
210000032767,2016,88013,PORTO ALEGRE,13,VEREADOR,MICHELLE DORALINA GOMES DE SOUZA,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA,20,0.000998961579438174,549,NÃO ELEITO
210000021054,2016,88013,PORTO ALEGRE,13,VEREADOR,JOÃO CARLOS DA LUZ DIOGO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,1150,0.05744029081769501,142,NÃO ELEITO
210000030550,2016,88013,PORTO ALEGRE,13,VEREADOR,ELIAS MENDES DOS REIS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,384,0.01918006232521294,299,NÃO ELEITO
210000010493,2016,88013,PORTO ALEGRE,13,VEREADOR,MARGARETE COSTA MORAES,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,2011,0.1004455868125084,93,NÃO ELEITO
210000030561,2016,88013,PORTO ALEGRE,13,VEREADOR,ELISABETH GONZALEZ ESPINOLA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,146,0.007292419529898671,442,NÃO ELEITO
210000018054,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ GUILHERME BONINSEGNA DA NÓBREGA,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA,41,0.002047871237848257,532,NÃO ELEITO
210000023964,2016,88013,PORTO ALEGRE,13,VEREADOR,GERALDO JOAQUIM DE CARVALHO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,PARDA,561,0.028020872303240782,248,NÃO ELEITO
210000024699,2016,88013,PORTO ALEGRE,13,VEREADOR,LUIS HENRIQUE LOPES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA,435,0.021727414352780285,282,NÃO ELEITO
210000030549,2016,88013,PORTO ALEGRE,13,VEREADOR,ADILSON DE SOUZA COSTA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,PARDA,194,0.009689927320550289,398,NÃO ELEITO
210000006953,2016,88013,PORTO ALEGRE,13,VEREADOR,KAREN MORAIS DOS SANTOS,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA,2642,0.13196282464378278,71,NÃO ELEITO
210000021055,2016,88013,PORTO ALEGRE,13,VEREADOR,ANTÔNIO ERINEO DA SILVA GOMES,2,MASCULINO,7,SUPERIOR INCOMPLETO,2,PRETA,205,0.010239356189241284,394,NÃO ELEITO
210000004092,2016,88013,PORTO ALEGRE,13,VEREADOR,ROGER CRISTIANO DIAS PORTO,2,MASCULINO,7,SUPERIOR INCOMPLETO,2,PRETA,720,0.03596261685977426,214,NÃO ELEITO
210000017033,2016,88013,PORTO ALEGRE,13,VEREADOR,VIVIANE DA ROSA CORREA,4,FEMININO,7,SUPERIOR INCOMPLETO,2,PRETA,351,0.017531775719139952,313,NÃO ELEITO
210000016339,2016,88013,PORTO ALEGRE,13,VEREADOR,FLAVIO GILBERTO DO NASCIMENTO,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,PARDA,505,0.025223779880813892,264,NÃO ELEITO
210000022235,2016,88013,PORTO ALEGRE,13,VEREADOR,JAIR SOUZA DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,456,0.02277632401119037,274,NÃO ELEITO
210000024676,2016,88013,PORTO ALEGRE,13,VEREADOR,ANDREA MILANI,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,224,0.011188369689707548,378,NÃO ELEITO
210000032813,2016,88013,PORTO ALEGRE,13,VEREADOR,ANTONIO DOMINGO ROCCO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,366,0.018280996903718583,306,NÃO ELEITO
210000021064,2016,88013,PORTO ALEGRE,13,VEREADOR,NEMIAS ROCHA SANCHES,2,MASCULINO,8,SUPERIOR COMPLETO,3,PARDA,69,0.0034464174490617004,510,NÃO ELEITO
210000017037,2016,88013,PORTO ALEGRE,13,VEREADOR,VILMAR FRAGA DA SILVA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA,2519,0.125819210930238,77,NÃO ELEITO
210000031067,2016,88013,PORTO ALEGRE,13,VEREADOR,PAULO CARLOS SANTOS DE SOUZA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA,64,0.0031966770542021573,512,NÃO ELEITO
210000030805,2016,88013,PORTO ALEGRE,13,VEREADOR,PAULO ADOLFO GONÇALVES LANDGRAF,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,328,0.016382969902786055,328,NÃO ELEITO
210000023941,2016,88013,PORTO ALEGRE,13,VEREADOR,ANGELA MEDEIROS DOS SANTOS NUNES,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA,219,0.010938629294848005,381,NÃO ELEITO
210000023943,2016,88013,PORTO ALEGRE,13,VEREADOR,MÔNICA LEAL MARKUSONS,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,7254,0.3623233648622257,18,NÃO ELEITO
210000024659,2016,88013,PORTO ALEGRE,13,VEREADOR,JOÃO VILSON COSTA SAMPAIO,2,MASCULINO,2,LÊ E ESCREVE,1,BRANCA,300,0.01498442369157261,340,NÃO ELEITO
210000022247,2016,88013,PORTO ALEGRE,13,VEREADOR,MAURO ROBERTO PINHEIRO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,4984,0.24894122559599297,34,NÃO ELEITO
210000030798,2016,88013,PORTO ALEGRE,13,VEREADOR,INDAIA TERESINHA FRAGA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,81,0.004045794396724605,494,NÃO ELEITO
210000006939,2016,88013,PORTO ALEGRE,13,VEREADOR,CHESTER VALACE BATISTA GUIMARAES,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA,243,0.012137383190173814,367,NÃO ELEITO
210000024159,2016,88013,PORTO ALEGRE,13,VEREADOR,ROZELI DA SILVA,4,FEMININO,3,ENSINO FUNDAMENTAL INCOMPLETO,2,PRETA,976,0.04874932507658289,159,NÃO ELEITO
210000010499,2016,88013,PORTO ALEGRE,13,VEREADOR,SOFIA CAVEDON NUNES,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,9670,0.48299792365835714,12,NÃO ELEITO
210000022216,2016,88013,PORTO ALEGRE,13,VEREADOR,CLAUDIO ROBERTO BERNARDES ANDRADE,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,833,0.04160674978359995,187,NÃO ELEITO
210000023935,2016,88013,PORTO ALEGRE,13,VEREADOR,FERNANDA NIENDICKER CALDAS JARDIM,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,3756,0.1876049846184891,48,NÃO ELEITO
210000024146,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSE VILSON PINTO DE TOLEDO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,103,0.005144652134106596,471,NÃO ELEITO
210000022203,2016,88013,PORTO ALEGRE,13,VEREADOR,DEBORALIS SILVA DE OLIVEIRA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,35,0.0017481827640168047,535,NÃO ELEITO
210000027920,2016,88013,PORTO ALEGRE,11,PREFEITO,JOÃO CARLOS MENDONÇA RODRIGUES,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA,1230,0.0614361371354477,133,NÃO ELEITO
210000031006,2016,88013,PORTO ALEGRE,13,VEREADOR,CLARISSE IRALA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,333,0.016632710297645598,324,NÃO ELEITO
210000030589,2016,88013,PORTO ALEGRE,13,VEREADOR,ELENICE MELO DOS SANTOS,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA,45,0.0022476635537358913,526,NÃO ELEITO
210000006962,2016,88013,PORTO ALEGRE,13,VEREADOR,MIGUEL GUSTAVO CORREA CHAGAS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA,719,0.035912668780802355,215,NÃO ELEITO
210000006936,2016,88013,PORTO ALEGRE,13,VEREADOR,BERNADETE DE LOURDES RODRIGUES DE MENEZES,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA,1770,0.0884080997802784,101,NÃO ELEITO
210000021084,2016,88013,PORTO ALEGRE,13,VEREADOR,PEDRO AIRES DE MOURA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,214,0.010688888899988463,387,NÃO ELEITO
210000030799,2016,88013,PORTO ALEGRE,13,VEREADOR,JORGE ADAIR COSTA DOS SANTOS,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA,178,0.008890758056999749,413,NÃO ELEITO
210000023975,2016,88013,PORTO ALEGRE,13,VEREADOR,ADI PEREIRA DE BRUM,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,213,0.010638940821016553,390,NÃO ELEITO
210000024152,2016,88013,PORTO ALEGRE,13,VEREADOR,RUBENS MILLMAN,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,829,0.041406957467712315,189,NÃO ELEITO
210000030586,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ ANTONIO SANTOS DA SILVA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,2,PRETA,238,0.011887642795314271,368,NÃO ELEITO
210000030588,2016,88013,PORTO ALEGRE,13,VEREADOR,GLADEMIR SANTOS DOS SANTOS,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,3,PARDA,28,0.0013985462112134435,543,NÃO ELEITO
210000021058,2016,88013,PORTO ALEGRE,13,VEREADOR,DANIEL SERTÓRIO LEMOS DE CAMARGO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,194,0.009689927320550289,398,NÃO ELEITO
210000004102,2016,88013,PORTO ALEGRE,13,VEREADOR,MARCELO RIBEIRO PEREIRA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,195,0.009739875399522197,397,NÃO ELEITO
210000024666,2016,88013,PORTO ALEGRE,13,VEREADOR,LUIZ ROBERTO NUNES PADILLA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,587,0.02931952235651041,242,NÃO ELEITO
210000024708,2016,88013,PORTO ALEGRE,13,VEREADOR,LEANDRO GONÇALVES VIEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,308,0.015384008323347879,333,NÃO ELEITO
210000668051,2020,88013,PORTO ALEGRE,13,VEREADOR,CINTIA ELISABETE DOS SANTOS FERREIRA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,3,PARDA,212,0.011132454149517261,486,NÃO ELEITO
210000668021,2020,88013,PORTO ALEGRE,13,VEREADOR,CLEONICE PEREIRA MACHADO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,272,0.014283148720135353,413,NÃO ELEITO
210000668032,2020,88013,PORTO ALEGRE,13,VEREADOR,BEATRIZ POGGETTI PICCOLI,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,165,0.008664410069199754,552,NÃO ELEITO
210000652192,2020,88013,PORTO ALEGRE,13,VEREADOR,DANIEL BENDER LUDWIG,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,80,0.004200926094157457,708,NÃO ELEITO
210000652186,2020,88013,PORTO ALEGRE,13,VEREADOR,ELIANE CARMANIM LIMA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,261,0.013705521382188703,423,NÃO ELEITO
210001055961,2020,88013,PORTO ALEGRE,13,VEREADOR,ADALCIR BRUBACHER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,336,0.01764388959546132,349,NÃO ELEITO
210000729042,2020,88013,PORTO ALEGRE,13,VEREADOR,LUIZ GOLIN,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,213,0.011184965725694229,483,NÃO ELEITO
210001250389,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULA RENATA CORREA WEBER PAIM,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,123,0.00645892386976709,635,NÃO ELEITO
210000981667,2020,88013,PORTO ALEGRE,13,VEREADOR,ALLAN CHEMALE YURGEL,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,161,0.008454363764491882,556,NÃO ELEITO
210000729362,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO RICARDO DA SILVA SCHUSTER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,424,0.022264908299034523,296,NÃO ELEITO
210000845655,2020,88013,PORTO ALEGRE,13,VEREADOR,LEONEL GUTERRES RADDE,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,5611,0.29464245392896865,16,NÃO ELEITO
210000729363,2020,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ RENATO SEVERO TAMARA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA,61,0.003203206146795061,749,NÃO ELEITO
210000636260,2020,88013,PORTO ALEGRE,13,VEREADOR,NEREU LOPES DA ROSA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,438,0.023000070365512076,283,NÃO ELEITO
210000845653,2020,88013,PORTO ALEGRE,13,VEREADOR,JAIRO MENEGAZ,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,176,0.009242037407146405,538,NÃO ELEITO
210000668060,2020,88013,PORTO ALEGRE,13,VEREADOR,TAMI TEIXEIRA ASO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,831,0.043637119803060585,170,NÃO ELEITO
210001052282,2020,88013,PORTO ALEGRE,13,VEREADOR,IZOLDA DE MATOS GIRAUDO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,79,0.004148414517980489,712,NÃO ELEITO
210001055964,2020,88013,PORTO ALEGRE,13,VEREADOR,VOLNEI PEREIRA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA,93,0.004883576584458043,684,NÃO ELEITO
210001055975,2020,88013,PORTO ALEGRE,13,VEREADOR,ALESSANDRA RODRIGUES CAMARGO POSTAL,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,199,0.010449803659216675,507,NÃO ELEITO
210001055983,2020,88013,PORTO ALEGRE,13,VEREADOR,ROBERTO MARRONE,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,536,0.028146204830854962,238,NÃO ELEITO
210000766213,2020,88013,PORTO ALEGRE,13,VEREADOR,ALCEU OLIVEIRA DA ROSA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,3,PARDA,796,0.0417992146368667,174,NÃO ELEITO
210001250408,2020,88013,PORTO ALEGRE,13,VEREADOR,LUIZ JACOMINI RIGHI FILHO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,1011,0.05308920351491486,142,NÃO ELEITO
210000766230,2020,88013,PORTO ALEGRE,13,VEREADOR,MÔNICA FABIANA SOARES RISPOLI,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,186,0.009767153168916087,527,NÃO ELEITO
210000981661,2020,88013,PORTO ALEGRE,13,VEREADOR,HÉLIO CUSTÓDIO COSTA DA SILVA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,3,PARDA,49,0.0025730672326714425,778,NÃO ELEITO
210000960999,2020,88013,PORTO ALEGRE,13,VEREADOR,CHARLES AUGUSTO FRANCO DE OLIVEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,107,0.005618738650935599,658,NÃO ELEITO
210000766248,2020,88013,PORTO ALEGRE,13,VEREADOR,LUCIANO FRITSCH PEIXOTO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,288,0.015123333938966846,394,NÃO ELEITO
210000766233,2020,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ VENDRUSCOLLO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,1547,0.08123540834576982,97,NÃO ELEITO
210000683449,2020,88013,PORTO ALEGRE,13,VEREADOR,RODRIGO HEHN,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,113,0.005933808107997408,646,NÃO ELEITO
210001183574,2020,88013,PORTO ALEGRE,13,VEREADOR,CARMEN ZOLEIKE FLORES INACIO,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,955,0.05014855524900464,147,NÃO ELEITO
210000668384,2020,88013,PORTO ALEGRE,13,VEREADOR,TIRZA GABRIELA DRUMOND FERREIRA,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA,172,0.009031991102438533,543,NÃO ELEITO
210000683415,2020,88013,PORTO ALEGRE,13,VEREADOR,DILCE ABGAIL RODRIGUES PEREIRA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,3399,0.17848684742551496,48,NÃO ELEITO
210000683427,2020,88013,PORTO ALEGRE,13,VEREADOR,JORGE GUILHERME NACUL MOOJEN FILHO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,77,0.004043391365626552,716,NÃO ELEITO
210001052265,2020,88013,PORTO ALEGRE,13,VEREADOR,JANIO MEDEIROS JUNIOR,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,PARDA,342,0.017958959052523128,343,NÃO ELEITO
210000729372,2020,88013,PORTO ALEGRE,13,VEREADOR,CRISTIAN JOSE DE LIMA GALVÃO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,106,0.005566227074758631,660,NÃO ELEITO
210000636255,2020,88013,PORTO ALEGRE,13,VEREADOR,MARIA ANGÉLICA QUEIROZ RODRIGUES,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,48,0.002520555656494474,782,NÃO ELEITO
210000729384,2020,88013,PORTO ALEGRE,13,VEREADOR,GEOVANE RODRIGUES,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA,328,0.01722379698604557,357,NÃO ELEITO
210000841556,2020,88013,PORTO ALEGRE,13,VEREADOR,MARIA ELISABETE DE OLIVEIRA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,291,0.015280868667497751,388,NÃO ELEITO
210000652181,2020,88013,PORTO ALEGRE,13,VEREADOR,CARLOS ALEXSANDRO BITENCOURT DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,562,0.02951150581145614,230,NÃO ELEITO
210000729054,2020,88013,PORTO ALEGRE,13,VEREADOR,MARCO ANTÔNIO DE LIMA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA,524,0.027516065916731343,242,NÃO ELEITO
210000729044,2020,88013,PORTO ALEGRE,13,VEREADOR,VOLNEI DA SILVA ALVES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,965,0.05067367101077433,146,NÃO ELEITO
210001250402,2020,88013,PORTO ALEGRE,13,VEREADOR,VINICIUS GEIGER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,1035,0.05434948134316211,140,NÃO ELEITO
210001250385,2020,88013,PORTO ALEGRE,13,VEREADOR,JOEL SOUZA DE OLIVEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,205,0.010764873116278485,495,NÃO ELEITO
210001055968,2020,88013,PORTO ALEGRE,13,VEREADOR,CLÁUDIA VIEIRA DE ARAÚJO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,4071,0.2137746266164376,32,NÃO ELEITO
210000668047,2020,88013,PORTO ALEGRE,13,VEREADOR,WILLY ADOLFO SCHNEIDER,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA,629,0.03302978141531301,215,NÃO ELEITO
210000763471,2020,88013,PORTO ALEGRE,13,VEREADOR,MARILIA ALVES FIDELL,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,1002,0.05261659932932215,143,NÃO ELEITO
210000652197,2020,88013,PORTO ALEGRE,13,VEREADOR,ANDERSON NARCISO FERREIRA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,2011,0.10560077969188307,83,NÃO ELEITO
210000652176,2020,88013,PORTO ALEGRE,13,VEREADOR,HAMILTON GARCIA LEITE,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,270,0.014178125567781419,416,NÃO ELEITO
210000636265,2020,88013,PORTO ALEGRE,13,VEREADOR,BERNARDO HENRIQUE GAZZONI DEGRAZIA HOWES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,1424,0.07477648447600274,103,NÃO ELEITO
210000981655,2020,88013,PORTO ALEGRE,13,VEREADOR,SOLANGE KERKHOFF,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,24,0.001260277828247237,821,NÃO ELEITO
210000763456,2020,88013,PORTO ALEGRE,13,VEREADOR,MAURICIO CAETANO MELO DE AGUIAR,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,760,0.03990879789449584,183,NÃO ELEITO
210000766209,2020,88013,PORTO ALEGRE,13,VEREADOR,LEONARDO CRAVO BERLESE,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,1404,0.07372625295246336,107,NÃO ELEITO
210001183581,2020,88013,PORTO ALEGRE,13,VEREADOR,CLEONICE DELGADO PENHA,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA,142,0.007456643817129486,596,NÃO ELEITO
210000845661,2020,88013,PORTO ALEGRE,13,VEREADOR,LIGIA ARACY D ELIA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,132,0.006931528055359804,617,NÃO ELEITO
210000683426,2020,88013,PORTO ALEGRE,13,VEREADOR,FLÁVIO BRECHER MÜLLER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,475,0.0249429986840599,265,NÃO ELEITO
210000683436,2020,88013,PORTO ALEGRE,13,VEREADOR,GIOVANI CULAU OLIVEIRA,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA,3691,0.1938202276691897,39,NÃO ELEITO
210000729364,2020,88013,PORTO ALEGRE,13,VEREADOR,SEZEFREDO DA SILVA CORDEIRO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,379,0.019901887371070952,315,NÃO ELEITO
210000683435,2020,88013,PORTO ALEGRE,13,VEREADOR,GIOVANA BECKER MORAIS,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA,134,0.007036551207713741,614,NÃO ELEITO
210000729342,2020,88013,PORTO ALEGRE,13,VEREADOR,ADRIANA PRADO DA ROCHA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,62,0.0032557177229720295,747,NÃO ELEITO
210000962332,2020,88013,PORTO ALEGRE,13,VEREADOR,FERNANDA DA CUNHA BARTH,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA,4909,0.25777932745273696,25,NÃO ELEITO
210000962347,2020,88013,PORTO ALEGRE,13,VEREADOR,HELEN CELIA MOTA GONÇALVES,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA,76,0.003990879789449584,718,NÃO ELEITO
210001052238,2020,88013,PORTO ALEGRE,13,VEREADOR,GILSOMAR DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA,3404,0.1787494053063998,47,NÃO ELEITO
